대표상품코드,프로모션명,시작일 ,종료일
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1457	하포데이	2026-05-01	2026-07-01
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1077	골든타임	2026-05-07	2026-07-08
MAV1457	마갈량	2026-05-07	2026-07-08
